play_id,period,strength,period_time,remain_time,play_code,play_description,visit_player_on_ice,home_player_on_ice,player_one,player_two,player_three,player_four,date_time,coordinates,play_year,play_month,play_day,play_time,x_coord,y_coord
1,1,,00:00,20:00,PGSTR,,{},{},,,,,2021-10-12T22:45:48Z,{},2021,10,12,18:45:48,,
2,1,,00:00,20:00,PGEND,,{},{},,,,,2021-10-12T23:41:26Z,{},2021,10,12,19:41:26,,
3,1,,00:00,20:00,ANTHEM,,{},{},,,,,,,,,,,,
4,1,,00:00,20:00,PSTR,Period Start- Local time: 7:43 EDT,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,2021-10-12T23:44:06Z,{},2021,10,12,19:44:06,,
5,1,EV,00:00,20:00,FAC,PIT won Neu. Zone - PIT #77 CARTER vs TBL #21 POINT,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Jeff Carter,Brayden Point,,,2021-10-12T23:44:06Z,"{'x': 0.0, 'y': 0.0}",2021,10,12,19:44:06,0.0,0.0
6,1,EV,00:18,19:42,HIT,"TBL #18 PALAT HIT PIT #77 CARTER, Off. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '27', 'D2': '81', 'G': '88'}",Ondrej Palat,Jeff Carter,,,2021-10-12T23:44:24Z,"{'x': 46.0, 'y': 40.0}",2021,10,12,19:44:24,46.0,40.0
7,1,,00:38,19:22,STOP,PUCK IN NETTING,"{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,2021-10-12T23:44:44Z,{},2021,10,12,19:44:44,,
8,1,EV,00:38,19:22,FAC,TBL won Neu. Zone - PIT #9 RODRIGUES vs TBL #71 CIRELLI,"{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",Anthony Cirelli,Evan Rodrigues,,,2021-10-12T23:45:07Z,"{'x': 0.0, 'y': 0.0}",2021,10,12,19:45:07,0.0,0.0
9,1,EV,00:53,19:07,HIT,"TBL #71 CIRELLI HIT PIT #28 PETTERSSON, Off. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",Anthony Cirelli,Marcus Pettersson,,,2021-10-12T23:45:22Z,"{'x': 50.0, 'y': -39.0}",2021,10,12,19:45:22,50.0,-39.0
10,1,EV,1:03,18:57,SHOT,"TBL ONGOAL - #91 STAMKOS, Wrist, Off. Zone, 42 ft.","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
11,1,,1:03,18:57,STOP,GOALIE STOPPED (AFTER SOG),"{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
12,1,EV,1:03,18:57,FAC,PIT won Def. Zone - PIT #53 BLUEGER vs TBL #79 COLTON,"{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
13,1,EV,1:18,18:42,TAKE,"TBL TAKEAWAY - #7 JOSEPH, Off. Zone","{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
14,1,EV,1:25,18:35,BLOCK,"TBL #24 BOGOSIAN BLOCKED BY  PIT #23 MCGINN, Wrist, Def. Zone","{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
15,1,EV,1:44,18:16,SHOT,"PIT ONGOAL - #23 MCGINN, Wrist, Off. Zone, 30 ft.","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
16,1,EV,1:57,18:03,HIT,"PIT #18 LAFFERTY HIT TBL #44 RUTTA, Off. Zone","{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
17,1,EV,2:01,17:59,SHOT,"TBL ONGOAL - #44 RUTTA, Wrist, Neu. Zone, 100 ft.","{'C': '18', 'L': '10', 'D1': '2', 'D2': '52', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
18,1,,2:32,17:28,STOP,ICING,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'L': '41', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
19,1,EV,2:32,17:28,FAC,PIT won Off. Zone - PIT #77 CARTER vs TBL #41 BELLEMARE,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'L': '41', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
20,1,EV,2:45,17:15,HIT,"PIT #77 CARTER HIT TBL #41 BELLEMARE, Off. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'L': '41', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
21,1,EV,2:47,17:13,SHOT,"PIT ONGOAL - #43 HEINEN, Wrist, Off. Zone, 29 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'L': '41', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
22,1,,2:48,17:12,STOP,PUCK IN NETTING,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'L': '41', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
23,1,EV,2:48,17:12,FAC,TBL won Def. Zone - PIT #77 CARTER vs TBL #21 POINT,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'L': '41', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
24,1,EV,3:07,16:53,SHOT,"TBL ONGOAL - #18 PALAT, Wrist, Off. Zone, 26 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'L': '41', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
25,1,EV,3:11,16:49,BLOCK,"TBL #81 CERNAK BLOCKED BY  PIT #43 HEINEN, Wrist, Def. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'L': '41', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
26,1,,3:18,16:42,STOP,ICING,"{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'L': '41', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
27,1,EV,3:18,16:42,FAC,PIT won Off. Zone - PIT #9 RODRIGUES vs TBL #21 POINT,"{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'L': '41', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
28,1,EV,3:33,16:27,BLOCK,"PIT #9 RODRIGUES BLOCKED BY  TBL #27 MCDONAGH, Wrist, Def. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'L': '41', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
29,1,EV,4:09,15:51,HIT,"PIT #9 RODRIGUES HIT TBL #27 MCDONAGH, Off. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'L': '41', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
30,1,,4:28,15:32,STOP,ICING,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'L': '41', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
31,1,EV,4:28,15:32,FAC,PIT won Off. Zone - PIT #53 BLUEGER vs TBL #21 POINT,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
32,1,EV,4:32,15:28,SHOT,"PIT ONGOAL - #52 FRIEDMAN, Wrist, Off. Zone, 42 ft.","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
33,1,,4:32,15:28,STOP,GOALIE STOPPED (AFTER SOG),"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
34,1,EV,4:32,15:28,FAC,PIT won Off. Zone - PIT #53 BLUEGER vs TBL #91 STAMKOS,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
35,1,EV,4:39,15:21,SHOT,"PIT ONGOAL - #49 SIMON, Slap, Off. Zone, 29 ft.","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
36,1,,4:39,15:21,STOP,GOALIE STOPPED (AFTER SOG),"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
37,1,EV,4:39,15:21,FAC,PIT won Off. Zone - PIT #77 CARTER vs TBL #91 STAMKOS,"{'C': '77', 'R': '17', 'L': '43', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
38,1,EV,4:54,15:06,HIT,"TBL #91 STAMKOS HIT PIT #52 FRIEDMAN, Def. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
39,1,EV,5:11,14:49,SHOT,"TBL ONGOAL - #77 HEDMAN, Wrist, Off. Zone, 39 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
40,1,EV,5:18,14:42,BLOCK,"TBL #44 RUTTA BLOCKED BY  PIT #52 FRIEDMAN, Wrist, Def. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
41,1,EV,5:18,14:42,SHOT,"PIT ONGOAL - #17 RUST, Backhand, Off. Zone, 16 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
42,1,,5:22,14:38,STOP,GOALIE STOPPED (AFTER SOG),"{'C': '18', 'L': '10', 'D1': '8', 'D2': '58', 'G': '35'}","{'R': '16', 'L': '41', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
43,1,EV,5:22,14:38,FAC,TBL won Def. Zone - PIT #11 BOYLE vs TBL #41 BELLEMARE,"{'C': '18', 'L': '10', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '10', 'L': '41', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
44,1,EV,5:33,14:27,TAKE,"PIT TAKEAWAY - #8 DUMOULIN, Neu. Zone","{'C': '18', 'L': '10', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '10', 'L': '41', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
45,1,EV,5:39,14:21,HIT,"TBL #24 BOGOSIAN HIT PIT #10 O'CONNOR, Def. Zone","{'C': '18', 'L': '10', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '10', 'L': '41', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
46,1,EV,5:45,14:15,SHOT,"PIT ONGOAL - #10 O'CONNOR, Wrist, Off. Zone, 20 ft.","{'C': '18', 'L': '10', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
47,1,EV,5:53,14:07,BLOCK,"PIT #58 LETANG BLOCKED BY  TBL #79 COLTON, Wrist, Def. Zone","{'C': '18', 'L': '10', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
48,1,EV,6:04,13:56,SHOT,"PIT ONGOAL - #11 BOYLE, Wrist, Off. Zone, 28 ft.","{'C': '18', 'L': '10', 'D1': '8', 'D2': '58', 'G': '35'}","{'R': '10', 'L': '41', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
49,1,,6:04,13:56,STOP,"GOALIE STOPPED (AFTER SOG),TV TIMEOUT","{'C': '18', 'L': '10', 'D1': '8', 'D2': '58', 'G': '35'}","{'R': '10', 'L': '41', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
50,1,EV,6:04,13:56,FAC,PIT won Off. Zone - PIT #9 RODRIGUES vs TBL #79 COLTON,"{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
51,1,EV,6:29,13:31,HIT,"TBL #79 COLTON HIT PIT #9 RODRIGUES, Def. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
52,1,EV,6:47,13:13,SHOT,"PIT ONGOAL - #42 KAPANEN, Wrist, Off. Zone, 31 ft.","{'C': '9', 'R': '42', 'L': '16', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '86', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
53,1,,6:59,13:01,STOP,GOALIE STOPPED (AFTER SOG),"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
54,1,EV,6:59,13:01,FAC,PIT won Off. Zone - PIT #77 CARTER vs TBL #71 CIRELLI,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
55,1,EV,7:20,12:40,SHOT,"PIT ONGOAL - #58 LETANG, Tip-In, Off. Zone, 17 ft.","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
56,1,,7:37,12:23,STOP,ICING,"{'C': '53', 'L': '23', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
57,1,EV,7:37,12:23,FAC,PIT won Off. Zone - PIT #49 SIMON vs TBL #91 STAMKOS,"{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
58,1,EV,7:50,12:10,HIT,"PIT #52 FRIEDMAN HIT TBL #81 CERNAK, Off. Zone","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
59,1,EV,8:00,12:00,HIT,"TBL #17 KILLORN HIT PIT #2 RUHWEDEL, Def. Zone","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '91', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
60,1,EV,8:10,11:50,BLOCK,"PIT #2 RUHWEDEL BLOCKED BY  TBL #27 MCDONAGH, Slap, Def. Zone","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '71', 'R': '86', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
61,1,EV,8:18,11:42,MISS,"PIT #2 RUHWEDEL, Snap, Wide of Net, Off. Zone, 66 ft.","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '71', 'R': '86', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
62,1,EV,8:20,11:40,HIT,"TBL #71 CIRELLI HIT PIT #52 FRIEDMAN, Def. Zone","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '71', 'R': '86', 'D1': '27', 'D2': '81', 'G': '88'}",,,,,,,,,,,,
63,1,EV,8:47,11:13,HIT,"TBL #98 SERGACHEV HIT PIT #42 KAPANEN, Def. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
64,1,EV,8:58,11:02,HIT,"PIT #9 RODRIGUES HIT TBL #21 POINT, Def. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '18', 'D1': '24', 'D2': '98', 'G': '88'}",,,,,,,,,,,,
65,1,EV,9:12,10:48,HIT,"PIT #6 MARINO HIT TBL #21 POINT, Def. Zone","{'C': '18', 'L': '10', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '21', 'R': '86', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
66,1,,9:33,10:27,STOP,ICING,"{'C': '18', 'L': '10', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '16', 'L': '14', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
67,1,EV,9:33,10:27,FAC,PIT won Off. Zone - PIT #77 CARTER vs TBL #21 POINT,"{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '16', 'L': '14', 'D1': '24', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
68,1,EV,9:40,10:20,HIT,"TBL #24 BOGOSIAN HIT PIT #43 HEINEN, Def. Zone","{'C': '77', 'R': '17', 'L': '43', 'D1': '8', 'D2': '58', 'G': '35'}","{'C': '21', 'R': '16', 'L': '14', 'D1': '24', 'D2': '77', 'G': '88'}",,,,,,,,,,,,
69,1,EV,10:43,9:17,HIT,"TBL #7 JOSEPH HIT PIT #52 FRIEDMAN, Off. Zone","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '81', 'D2': '98', 'G': '88'}",Mathieu Joseph,Mark Friedman,,,2021-10-13T00:03:38Z,"{'x': 96.0, 'y': 20.0}",2021,10,12,20:03:38,96.0,20.0
70,1,EV,10:55,9:05,SHOT,"PIT ONGOAL - #49 SIMON, Wrist, Off. Zone, 8 ft.","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '81', 'D2': '98', 'G': '88'}",Dominik Simon,Andrei Vasilevskiy,,,2021-10-13T00:03:50Z,"{'x': -81.0, 'y': -4.0}",2021,10,12,20:03:50,-81.0,-4.0
71,1,EV,11:06,8:54,HIT,"TBL #98 SERGACHEV HIT PIT #49 SIMON, Def. Zone","{'C': '53', 'L': '23', 'D1': '2', 'D2': '52', 'G': '35'}","{'C': '79', 'R': '10', 'D1': '81', 'D2': '98', 'G': '88'}",Mikhail Sergachev,Dominik Simon,,,2021-10-13T00:04:01Z,"{'x': -82.0, 'y': 39.0}",2021,10,12,20:04:01,-82.0,39.0
72,1,,11:28,8:32,STOP,"PUCK FROZEN,TV TIMEOUT","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",,,,,2021-10-13T00:04:22Z,{},2021,10,12,20:04:22,,
73,1,EV,11:28,8:32,FAC,TBL won Def. Zone - PIT #9 RODRIGUES vs TBL #91 STAMKOS,"{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",Steven Stamkos,Evan Rodrigues,,,2021-10-13T00:06:40Z,"{'x': -69.0, 'y': -22.0}",2021,10,12,20:06:40,-69.0,-22.0
74,1,EV,11:37,8:23,TAKE,"TBL TAKEAWAY - #71 CIRELLI, Def. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",Anthony Cirelli,,,,2021-10-13T00:06:49Z,"{'x': -35.0, 'y': -29.0}",2021,10,12,20:06:49,-35.0,-29.0
75,1,EV,11:49,8:11,HIT,"TBL #91 STAMKOS HIT PIT #28 PETTERSSON, Off. Zone","{'C': '9', 'R': '42', 'L': '16', 'D1': '6', 'D2': '28', 'G': '35'}","{'C': '91', 'D1': '44', 'D2': '77', 'G': '88'}",Steven Stamkos,Marcus Pettersson,,,2021-10-13T00:07:01Z,"{'x': 97.0, 'y': 16.0}",2021,10,12,20:07:01,97.0,16.0
